,Ratings,Full_review
7275,1,Google dialer is not at all useful Sms app is also below standard battery back may improve There is no notification light which is not good
7276,5,Nice
7277,5,Pros 1. Stereo speakers is decent 2.side finger print is fastly 3. Fhd+ display is very good Cons. Front camera is very bad
7278,2,Very slow set...
7279,1,"Camera quality is pathetic. Pictures looking like 5 Megapixel. It's no point to describe further if camera is very bad. Very disappointed, not expected from Xiaomi."
7280,5,This phone is very good
7281,1,Pros. 1. Good balance on length and breadth of screen. 2. Awesome looks  Cons. 1. Bad battery performance. 2. Hangs a lots in just few application. 3. No 4G+ support. 4. Adds in UI irritating.
7282,5,EXCELLENT PHONE best camera 📷 long life battery 🔋 capacitive and also best touchscreen. Thanks for readme company for makes this phone.
7283,3,Medium quality
7284,1,"Product for replaced after very long time, Sealed mobile when Opened was not working Question mark on FLIPCART product"
7285,5,Camera awesome...battery also nice....good product .
7286,5,Excellent phone. Best phone for good price
7287,3,I like the product... So sad for it's bad camera zooming...
7288,5,selfy camera is very bad. in room in day time pictures come bad. dont go for it for selfy ...infinix hot 9 camera is good for selfy in same price segment...but it also not very good.. wifi is also not good it is disconnecting frequently. other phone is not disconnecting frequently for the same wifi network.
7289,4,Good performance
7290,4,Best quality average cemara
7291,3,Camera at low light conditions is bad and battery life is good 1-1.25 days on continuous use and has little bit lag but doesn't show much observed sometimes has good screen and vibrant colours and has perfect waight
7292,5,Super
7293,4,"Nice product, good battery backup, camra is good"
7294,3,Don't like
7295,1,Sound system not good
7296,3,For name sake only fast charger it takes nearly 5 hrs to get fully charged Lags very much the only sake to buy this phone is battery backup Notting more in this
7297,4,This is good but some issue in this
7298,5,Nyc products of redme
7299,3,Nc
7300,4,Best phone but camera sucks
7301,4,Nice an osm yrr
7302,2,Hiting problem Game lagging Battery not good Good display I am not happy
7303,5,Best
7304,5,"nice product, worth for money"
7305,5,Very good phone battery backup
7306,4,Nice mobile
7307,3,Buy this product only if you have very tight budget.. Cameras are average. Front camera sucks.. Battery is good though... UI lag is present.. Redmi needs to fix this with a software update.. Stereo speakers are present however sound is low!!!
7308,5,Nice
7309,4,Super value for money
7310,5,Lovley product.
7311,4,Good product in this range.
7312,4,Gud mobile 🤗🤗 gud delivery boy
7313,2,Camera 📷 not as expected
7314,5,Great Product
7315,5,Very nice cemera
7316,4,Good phone under 12000
7317,4,Good one.. Lovely product .
7318,5,Good phone🙂
7319,4,good phone
7320,5,Good product
7321,3,Not good product delever to me
7322,5,Power Mobile 💪
7323,5,Best phone in best price.hatts off to XIAOMI.
7324,5,Good
7325,5,Best
7326,5,Nice mobile battery backup high
7327,5,Best of all things
7328,5,Awesome mobile phone
7329,5,Good product
7330,5,Camera quality
7331,4,Nice
7332,5,Osam
7333,1,"One of the worst experience with redmi phone. Very bad quality camera, performance and speakers are most bad quality."
7334,4,Camera quality very bad. Otherwise phone is very nice
7335,1,Bad camera.and mobile
7336,3,Front camera is very bad👎 Display brightness issue Battery backup is good 👍 Overall performance is good
7337,3,Camera quality is very bad.. If you want a good camera📷📷 phone is low price then this is not for you.. Plz don't buy this if you want a good camera.. Camera quality just disappointed you very much.. Otherwise it is ok..
7338,1,Camera quality is very bad
7339,5,Nyc real camera is best but front camera is nyc
7340,3,Just don't buy this
7341,4,Good
7342,3,"Not compatible price . Cannot claim as wow experience. Battery claims to be 6000mH, but 5000mH mobile better performs. Not happy. Camera is ok for this price. Phone is heavy, might be because of battery. Fiery red is an attraction on advertisement, on reality it doesn't matched expectation with respect to color and appearance. I would rather think, this phone could had been in the price range of 8500INR to make it the 5 star. Wifi connectivity/ signal capturing is worse when compared to othe..."
7343,5,Very nice pic
7344,5,Worth of money
7345,3,Not bad😶
7346,5,value of money
7347,4,Nice mobile
7348,3,Good
7349,5,Very good👍
7350,5,Love it😍
7351,5,Vv good
7352,4,Love it
7353,3,"I am writing this review after 3 months usage, Pros - camera, big display, batter is okay.. Cons - sensor to turn off screen when attending calls is not that good, need to hold in fixed position if you move phone little bit away from ear screen unlocks and some buttons gets pressed.  Handset mode catches lot of noise when attending call."
7354,5,Mind blowing
7355,5,BEST MOBILES
7356,5,Good
7357,5,Good mobile
7358,5,Verry good
7359,1,8th day mother board fault
7360,5,Nice
7361,5,It's amazing 🤩
7362,4,Good
7363,5,Super backup and good phone value for money
7364,4,Good mobile
7365,5,My experience is very good
7366,5,Nice phone
7367,5,Nice
7368,1,This phone has huge network fluctuation issues. Even it is not supporting Wi-Fi properly.
7369,4,Good phone
7370,5,Very good
7371,5,Good product
7372,5,Good product
7373,5,Best mobile
7374,3,Nice
7375,5,Good products
7376,5,Good
7377,5,Awesome product must buy
7378,4,Good
7379,5,Vgood
7380,3,Not happy
7381,5,Amazing
7382,5,Good products
7383,4,Good
7384,4,Good
7385,5,Nice model
7386,4,Good
7387,5,Nice phone in medium budget
7388,3,Worth the money 👍
7389,1,Very worst mobile ever and performance very poor and display quality very worst
7390,5,Great product with good battery life. The speaker is superb.
7391,4,Nice phone
7392,5,Nice phone
7393,5,Nic
7394,4,Best phone in terms of Money Battery Performance
7395,1,Not bad
7396,3,Battery is good camera is average overall performance is good
7397,4,Very good products
7398,4,It's good
7399,5,Best phone under 11500 performance and all is good
7400,3,Good
7401,4,Good product but screen max brightness is low
7402,5,Nice product for at rate.cemera results is good as compared to other famous brand
7403,4,Good
7404,3,It's ok
7405,1,Worst
7406,2,Vry bad
7407,3,Casting problem Camera quality is not good
7408,4,Good
7409,5,Good
7410,5,Nice mobile
7411,4,Nice product
7412,5,Super mobile
7413,5,Classic
7414,5,Good product
7415,5,Must product
7416,5,Nice
7417,5,"Nice product compared to price, Good battery life,moderate display and descent camera. Great deal at Big Billion days."
7418,5,Good
7419,5,Osm phone i like it
7420,4,Great
7421,5,Nice phone
7422,5,Phone is good in this price
7423,4,Camera quality is good
7424,5,Nice mobil
7425,5,Good
7426,5,Good
7427,5,I am sooooo happy😁😁😁😁😁
7428,4,Awesome Product 😍😘
7429,4,Good product
7430,2,Mobile camera is not upto quality.
7431,5,Ok
7432,5,Nice
7433,4,This phone is amazing
7434,1,"Product is very poor, bad performance , not user friendly. I will not recommend."
7435,5,I love it mobile. And I am happy for flipkart
7436,3,Mm nice
7437,5,Phone is good . Everything is very nice accept camera could be better.
7438,2,Bad quality 1 time have to be given for software issue still bad in performance
7439,5,another good product by MI
7440,4,Good
7441,5,Its Worth
7442,5,Value for money
7443,5,Good quality
7444,5,In this price it's good experience
7445,5,Very nice
7446,5,Good bettery backup. Good display and camera
7447,5,Nice and faster
7448,3,It's ok
7449,3,This is charging is good but camera is verry bad
7450,4,Good product
7451,1,Pl do not purchase.
7452,4,Gud
7453,5,Good
7454,5,Great work
7455,5,"It's very good budget phone i liked it, especially iPhone thems Very nice"
7456,3,Ok
7457,4,Best phone
7458,4,Overall good.
7459,5,Good
7460,4,Too good
7461,4,Good
7462,5,I hope this is the best mobile phones with largest internal storage.
7463,4,Good phone
7464,4,Good phone at this price range.worth the money
7465,5,Worthy
7466,4,Good
7467,4,Good
7468,5,Fantastic
7469,3,I buy this mobile 17may2021an and now approx 7month is Complete. This mobile magar problem is hanging some time my mobile screen is full whight and some time mobile touch Not working and wifi also not good wifi connectivity also not good. Mobile camera is average this mobile is good for Lite users. I don't think I buy any redmi mobile in future. I am also use realme 2pro mobile 3 yers but i am not facing any problem. But i am buy redmi mobile every time i am regret buy I am buy redmi...
